   Komb             Odds    Kvot Spelat belopp Beräknat spelbelopp
 2- 0	 0- 4	 0- 1	    25192.09	 2.927	2.89	 3
 2- 0	 0- 4	 1- 0	    37411.39	 1.971	1.64	 2
 2- 0	 0- 4	 1- 1	    25336.63	 2.911	2.87	 3
 2- 0	 0- 4	 2- 0	    23489.44	 3.140	3.14	 3
 2- 0	 1- 0	 0- 0	      461.51	Ej Spelad	1.00	 1
 2- 0	 1- 0	 0- 1	      869.04	Ej Spelad	1.00	 1
 2- 0	 1- 0	 0- 2	     2115.29	Ej Spelad	1.00	 1
 2- 0	 1- 0	 0- 3	     2615.05	Ej Spelad	1.00	 1
 2- 0	 1- 0	 0- 4	    37400.73	Ej Spelad	1.00	 1
 2- 0	 1- 0	 0- 5	   126549.97	Ej Spelad	1.00	 1
 2- 0	 1- 0	 1- 0	      606.79	Ej Spelad	1.00	 1
 2- 0	 1- 0	 1- 1	      693.84	Ej Spelad	1.00	 1
 2- 0	 1- 0	 1- 2	     1861.44	Ej Spelad	1.00	 1
 2- 0	 1- 0	 1- 3	     7550.02	Ej Spelad	1.00	 1
 2- 0	 1- 0	 1- 4	    11746.04	Ej Spelad	1.00	 1
 2- 0	 1- 0	 1- 5	   257419.52	Ej Spelad	1.00	 1
 2- 0	 1- 0	 2- 0	     1752.30	Ej Spelad	1.00	 1
 2- 0	 1- 0	 2- 1	     1868.65	Ej Spelad	1.00	 1
 2- 0	 1- 0	 2- 2	     3529.78	Ej Spelad	1.00	 1
 2- 0	 1- 0	 2- 3	    12506.37	Ej Spelad	1.00	 1
 2- 0	 1- 0	 2- 4	    82537.37	Ej Spelad	1.00	 1
 2- 0	 1- 0	 3- 0	     8410.54	Ej Spelad	1.00	 1
 2- 0	 1- 0	 3- 1	     7644.13	Ej Spelad	1.00	 1
 2- 0	 1- 0	 3- 2	    15777.66	Ej Spelad	1.00	 1
 2- 0	 1- 0	 3- 3	    30279.31	Ej Spelad	1.00	 1
 2- 0	 1- 0	 3- 4	   128229.23	Ej Spelad	1.00	 1
 2- 0	 1- 0	 4- 0	    20604.73	Ej Spelad	1.00	 1
 2- 0	 1- 0	 4- 1	    33264.66	Ej Spelad	1.00	 1
 2- 0	 1- 0	 4- 2	    51907.44	Ej Spelad	1.00	 1
 2- 0	 1- 0	 4- 3	   194743.23	Ej Spelad	1.00	 1
 2- 0	 1- 0	 4- 4	   389712.78	Ej Spelad	1.00	 1
 2- 0	 1- 0	 5- 1	   135135.95	Ej Spelad	1.00	 1
 2- 0	 1- 0	 5- 2	   187210.00	Ej Spelad	1.00	 1
 2- 0	 1- 1	 0- 0	      868.93	Ej Spelad	1.00	 1
 2- 0	 1- 1	 0- 1	     1057.53	Ej Spelad	1.00	 1
 2- 0	 1- 1	 0- 2	      870.45	Ej Spelad	1.00	 1
 2- 0	 1- 1	 0- 3	     9364.55	Ej Spelad	1.00	 1
 2- 0	 1- 1	 0- 4	    25387.90	Ej Spelad	1.00	 1
 2- 0	 1- 1	 0- 5	   140175.61	Ej Spelad	1.00	 1
 2- 0	 1- 1	 1- 0	      693.94	Ej Spelad	1.00	 1
 2- 0	 1- 1	 1- 1	      930.13	Ej Spelad	1.00	 1
 2- 0	 1- 1	 1- 2	     2519.26	Ej Spelad	1.00	 1
 2- 0	 1- 1	 1- 3	     2939.88	Ej Spelad	1.00	 1
 2- 0	 1- 1	 1- 4	    51412.35	Ej Spelad	1.00	 1
 2- 0	 1- 1	 1- 5	   210235.64	Ej Spelad	1.00	 1
 2- 0	 1- 1	 2- 0	     1868.66	Ej Spelad	1.00	 1
 2- 0	 1- 1	 2- 1	     1764.36	Ej Spelad	1.00	 1
 2- 0	 1- 1	 2- 2	     4168.56	Ej Spelad	1.00	 1
 2- 0	 1- 1	 2- 3	    20633.48	Ej Spelad	1.00	 1
 2- 0	 1- 1	 3- 0	     7648.34	Ej Spelad	1.00	 1
 2- 0	 1- 1	 3- 1	     7881.73	Ej Spelad	1.00	 1
 2- 0	 1- 1	 3- 2	    10097.50	Ej Spelad	1.00	 1
 2- 0	 1- 1	 3- 3	    32122.28	Ej Spelad	1.00	 1
 2- 0	 1- 1	 3- 4	   255304.52	Ej Spelad	1.00	 1
 2- 0	 1- 1	 4- 0	    33267.90	Ej Spelad	1.00	 1
 2- 0	 1- 1	 4- 1	    25950.77	Ej Spelad	1.00	 1
 2- 0	 1- 1	 4- 2	    64874.44	Ej Spelad	1.00	 1
 2- 0	 1- 1	 4- 3	    97138.82	Ej Spelad	1.00	 1
 2- 0	 1- 1	 5- 0	   135199.92	Ej Spelad	1.00	 1
 2- 0	 1- 1	 5- 1	    93605.80	Ej Spelad	1.00	 1
 2- 0	 1- 1	 5- 2	   347329.00	Ej Spelad	1.00	 1
 2- 0	 1- 2	 0- 0	     2114.83	Ej Spelad	1.00	 1
 2- 0	 1- 2	 0- 1	      871.70	Ej Spelad	1.00	 1
 2- 0	 1- 2	 0- 2	     6238.67	Ej Spelad	1.00	 1
 2- 0	 1- 2	 0- 3	    12682.71	Ej Spelad	1.00	 1
 2- 0	 1- 2	 0- 4	    56141.40	Ej Spelad	1.00	 1
 2- 0	 1- 2	 1- 0	     1860.66	Ej Spelad	1.00	 1
 2- 0	 1- 2	 1- 1	     2516.41	Ej Spelad	1.00	 1
 2- 0	 1- 2	 1- 2	     1960.43	Ej Spelad	1.00	 1
 2- 0	 1- 2	 1- 3	    25715.83	Ej Spelad	1.00	 1
 2- 0	 1- 2	 1- 4	    84280.20	Ej Spelad	1.00	 1
 2- 0	 1- 2	 2- 0	     3529.92	Ej Spelad	1.00	 1
 2- 0	 1- 2	 2- 1	     4173.42	Ej Spelad	1.00	 1
 2- 0	 1- 2	 2- 2	    13766.46	Ej Spelad	1.00	 1
 2- 0	 1- 2	 2- 4	   278052.63	Ej Spelad	1.00	 1
 2- 0	 1- 2	 3- 0	    15772.56	Ej Spelad	1.00	 1
 2- 0	 1- 2	 3- 1	    10087.62	Ej Spelad	1.00	 1
 2- 0	 1- 2	 3- 2	    21420.99	Ej Spelad	1.00	 1
 2- 0	 1- 2	 3- 3	   127682.59	Ej Spelad	1.00	 1
 2- 0	 1- 2	 4- 0	    51896.53	Ej Spelad	1.00	 1
 2- 0	 1- 2	 4- 1	    64924.64	Ej Spelad	1.00	 1
 2- 0	 1- 2	 4- 2	    64970.66	Ej Spelad	1.00	 1
 2- 0	 1- 2	 4- 3	   219009.16	Ej Spelad	1.00	 1
 2- 0	 1- 2	 5- 0	   187315.30	Ej Spelad	1.00	 1
 2- 0	 1- 2	 5- 1	   347958.66	Ej Spelad	1.00	 1
 2- 0	 1- 3	 0- 0	     2609.97	Ej Spelad	1.00	 1
 2- 0	 1- 3	 0- 1	     9358.40	Ej Spelad	1.00	 1
 2- 0	 1- 3	 0- 2	    12667.60	Ej Spelad	1.00	 1
 2- 0	 1- 3	 0- 3	    42086.68	Ej Spelad	1.00	 1
 2- 0	 1- 3	 0- 4	   297751.66	Ej Spelad	1.00	 1
 2- 0	 1- 3	 1- 0	     7553.82	Ej Spelad	1.00	 1
 2- 0	 1- 3	 1- 1	     2938.19	Ej Spelad	1.00	 1
 2- 0	 1- 3	 1- 2	    25747.91	Ej Spelad	1.00	 1
 2- 0	 1- 3	 1- 3	    63113.84	Ej Spelad	1.00	 1
 2- 0	 1- 3	 1- 4	   356844.09	Ej Spelad	1.00	 1
 2- 0	 1- 3	 2- 0	    12511.29	Ej Spelad	1.00	 1
 2- 0	 1- 3	 2- 1	    20640.43	Ej Spelad	1.00	 1
 2- 0	 1- 3	 2- 3	   208167.22	Ej Spelad	1.00	 1
 2- 0	 1- 3	 3- 0	    30299.18	Ej Spelad	1.00	 1
 2- 0	 1- 3	 3- 1	    32111.38	Ej Spelad	1.00	 1
 2- 0	 1- 3	 3- 2	   127858.63	Ej Spelad	1.00	 1
 2- 0	 1- 3	 4- 0	   194467.16	Ej Spelad	1.00	 1
 2- 0	 1- 3	 4- 1	    97329.92	Ej Spelad	1.00	 1
 2- 0	 1- 3	 4- 2	   219178.16	Ej Spelad	1.00	 1
 2- 0	 1- 4	 0- 0	    37438.74	Ej Spelad	1.00	 1
 2- 0	 1- 4	 0- 1	    25385.85	Ej Spelad	1.00	 1
 2- 0	 1- 4	 0- 2	    56074.29	Ej Spelad	1.00	 1
 2- 0	 1- 4	 0- 3	   297412.97	Ej Spelad	1.00	 1
 2- 0	 1- 4	 1- 0	    11760.78	Ej Spelad	1.00	 1
 2- 0	 1- 4	 1- 1	    51385.58	Ej Spelad	1.00	 1
 2- 0	 1- 4	 1- 2	    84158.05	Ej Spelad	1.00	 1
 2- 0	 1- 4	 1- 3	   357121.63	Ej Spelad	1.00	 1
 2- 0	 1- 4	 2- 0	    82686.93	Ej Spelad	1.00	 1
 2- 0	 1- 4	 2- 2	   277858.84	Ej Spelad	1.00	 1
 2- 0	 1- 4	 3- 0	   128865.51	Ej Spelad	1.00	 1
 2- 0	 1- 4	 3- 1	   255410.77	Ej Spelad	1.00	 1
 2- 0	 1- 4	 4- 0	   388324.91	Ej Spelad	1.00	 1
 2- 0	 1- 5	 0- 0	   126983.56	Ej Spelad	1.00	 1
 2- 0	 1- 5	 0- 1	   140406.33	Ej Spelad	1.00	 1
 2- 0	 1- 5	 1- 0	   257507.03	Ej Spelad	1.00	 1
 2- 0	 1- 5	 1- 1	   210571.19	Ej Spelad	1.00	 1
 2- 0	 2- 0	 0- 0	     1213.50	Ej Spelad	1.00	 1
 2- 0	 2- 0	 0- 1	     1387.66	Ej Spelad	1.00	 1
 2- 0	 2- 0	 0- 2	     3719.06	Ej Spelad	1.00	 1
 2- 0	 2- 0	 0- 3	    15107.44	Ej Spelad	1.00	 1
 2- 0	 2- 0	 0- 4	    23497.68	Ej Spelad	1.00	 1
 2- 0	 2- 0	 1- 0	     1752.06	Ej Spelad	1.00	 1
 2- 0	 2- 0	 1- 1	     1869.07	Ej Spelad	1.00	 1
 2- 0	 2- 0	 1- 2	     3529.79	Ej Spelad	1.00	 1
 2- 0	 2- 0	 1- 3	    12523.21	Ej Spelad	1.00	 1
 2- 0	 2- 0	 1- 4	    82596.52	Ej Spelad	1.00	 1
 2- 0	 2- 0	 2- 0	     5607.24	Ej Spelad	1.00	 1
 2- 0	 2- 0	 2- 1	     5096.44	Ej Spelad	1.00	 1
 2- 0	 2- 0	 2- 2	    10513.18	Ej Spelad	1.00	 1
 2- 0	 2- 0	 2- 3	    20177.54	Ej Spelad	1.00	 1
 2- 0	 2- 0	 2- 4	    85677.44	Ej Spelad	1.00	 1
 2- 0	 2- 0	 3- 0	    10298.91	Ej Spelad	1.00	 1
 2- 0	 2- 0	 3- 1	    16637.89	Ej Spelad	1.00	 1
 2- 0	 2- 0	 3- 2	    25958.19	Ej Spelad	1.00	 1
 2- 0	 2- 0	 3- 3	    97416.42	Ej Spelad	1.00	 1
 2- 0	 2- 0	 3- 4	   194717.28	Ej Spelad	1.00	 1
 2- 0	 2- 0	 4- 1	    54088.71	Ej Spelad	1.00	 1
 2- 0	 2- 0	 4- 2	    74915.47	Ej Spelad	1.00	 1
 2- 0	 2- 1	 0- 0	     1387.80	Ej Spelad	1.00	 1
 2- 0	 2- 1	 0- 1	     1861.45	Ej Spelad	1.00	 1
 2- 0	 2- 1	 0- 2	     5036.40	Ej Spelad	1.00	 1
 2- 0	 2- 1	 0- 3	     5877.80	Ej Spelad	1.00	 1
 2- 0	 2- 1	 0- 4	   102835.80	Ej Spelad	1.00	 1
 2- 0	 2- 1	 1- 0	     1869.03	Ej Spelad	1.00	 1
 2- 0	 2- 1	 1- 1	     1764.20	Ej Spelad	1.00	 1
 2- 0	 2- 1	 1- 2	     4169.95	Ej Spelad	1.00	 1
 2- 0	 2- 1	 1- 3	    20651.02	Ej Spelad	1.00	 1
 2- 0	 2- 1	 2- 0	     5097.62	Ej Spelad	1.00	 1
 2- 0	 2- 1	 2- 1	     5255.19	Ej Spelad	1.00	 1
 2- 0	 2- 1	 2- 2	     6726.01	Ej Spelad	1.00	 1
 2- 0	 2- 1	 2- 3	    21419.25	Ej Spelad	1.00	 1
 2- 0	 2- 1	 2- 4	   170432.98	Ej Spelad	1.00	 1
 2- 0	 2- 1	 3- 0	    16637.08	Ej Spelad	1.00	 1
 2- 0	 2- 1	 3- 1	    12975.29	Ej Spelad	1.00	 1
 2- 0	 2- 1	 3- 2	    32413.44	Ej Spelad	1.00	 1
 2- 0	 2- 1	 3- 3	    48677.10	Ej Spelad	1.00	 1
 2- 0	 2- 1	 3- 4	   218944.53	Ej Spelad	1.00	 1
 2- 0	 2- 1	 4- 0	    54053.23	Ej Spelad	1.00	 1
 2- 0	 2- 1	 4- 1	    37432.88	Ej Spelad	1.00	 1
 2- 0	 2- 1	 4- 2	   139143.53	Ej Spelad	1.00	 1
 2- 0	 2- 2	 0- 0	     3717.83	Ej Spelad	1.00	 1
 2- 0	 2- 2	 0- 1	     5035.80	Ej Spelad	1.00	 1
 2- 0	 2- 2	 0- 2	     3915.85	Ej Spelad	1.00	 1
 2- 0	 2- 2	 0- 3	    51455.88	Ej Spelad	1.00	 1
 2- 0	 2- 2	 0- 4	   168194.02	Ej Spelad	1.00	 1
 2- 0	 2- 2	 1- 0	     3527.51	Ej Spelad	1.00	 1
 2- 0	 2- 2	 1- 1	     4170.69	Ej Spelad	1.00	 1
 2- 0	 2- 2	 1- 2	    13764.62	Ej Spelad	1.00	 1
 2- 0	 2- 2	 1- 4	   277621.75	Ej Spelad	1.00	 1
 2- 0	 2- 2	 2- 0	    10512.93	Ej Spelad	1.00	 1
 2- 0	 2- 2	 2- 1	     6727.03	Ej Spelad	1.00	 1
 2- 0	 2- 2	 2- 2	    14285.64	Ej Spelad	1.00	 1
 2- 0	 2- 2	 2- 3	    85220.08	Ej Spelad	1.00	 1
 2- 0	 2- 2	 3- 0	    25962.59	Ej Spelad	1.00	 1
 2- 0	 2- 2	 3- 1	    32445.34	Ej Spelad	1.00	 1
 2- 0	 2- 2	 3- 2	    32433.71	Ej Spelad	1.00	 1
 2- 0	 2- 2	 3- 3	   109544.15	Ej Spelad	1.00	 1
 2- 0	 2- 2	 4- 0	    74870.69	Ej Spelad	1.00	 1
 2- 0	 2- 2	 4- 1	   138850.02	Ej Spelad	1.00	 1
 2- 0	 2- 3	 0- 0	    15111.51	Ej Spelad	1.00	 1
 2- 0	 2- 3	 0- 1	     5879.84	Ej Spelad	1.00	 1
 2- 0	 2- 3	 0- 2	    51418.05	Ej Spelad	1.00	 1
 2- 0	 2- 3	 0- 3	   126330.50	Ej Spelad	1.00	 1
 2- 0	 2- 3	 1- 0	    12508.79	Ej Spelad	1.00	 1
 2- 0	 2- 3	 1- 1	    20647.03	Ej Spelad	1.00	 1
 2- 0	 2- 3	 1- 3	   208361.94	Ej Spelad	1.00	 1
 2- 0	 2- 3	 2- 0	    20186.49	Ej Spelad	1.00	 1
 2- 0	 2- 3	 2- 1	    21413.17	Ej Spelad	1.00	 1
 2- 0	 2- 3	 2- 2	    85134.05	Ej Spelad	1.00	 1
 2- 0	 2- 3	 3- 0	    97337.30	Ej Spelad	1.00	 1
 2- 0	 2- 3	 3- 1	    48690.82	Ej Spelad	1.00	 1
 2- 0	 2- 3	 3- 2	   109455.48	Ej Spelad	1.00	 1
 2- 0	 2- 4	 0- 0	    23471.95	Ej Spelad	1.00	 1
 2- 0	 2- 4	 0- 1	   102909.75	Ej Spelad	1.00	 1
 2- 0	 2- 4	 0- 2	   168531.16	Ej Spelad	1.00	 1
 2- 0	 2- 4	 1- 0	    82588.60	Ej Spelad	1.00	 1
 2- 0	 2- 4	 1- 2	   278002.22	Ej Spelad	1.00	 1
 2- 0	 2- 4	 2- 0	    85661.59	Ej Spelad	1.00	 1
 2- 0	 2- 4	 2- 1	   170451.91	Ej Spelad	1.00	 1
 2- 0	 2- 4	 3- 0	   194521.75	Ej Spelad	1.00	 1
 2- 0	 2- 4	 3- 1	   218963.38	Ej Spelad	1.00	 1
 2- 0	 3- 0	 0- 0	     5255.60	Ej Spelad	1.00	 1
 2- 0	 3- 0	 0- 1	     5605.57	Ej Spelad	1.00	 1
 2- 0	 3- 0	 0- 2	    10586.44	Ej Spelad	1.00	 1
 2- 0	 3- 0	 0- 3	    37497.24	Ej Spelad	1.00	 1
 2- 0	 3- 0	 0- 4	   246977.48	Ej Spelad	1.00	 1
 2- 0	 3- 0	 1- 0	     8410.26	Ej Spelad	1.00	 1
 2- 0	 3- 0	 1- 1	     7644.38	Ej Spelad	1.00	 1
 2- 0	 3- 0	 1- 2	    15769.68	Ej Spelad	1.00	 1
 2- 0	 3- 0	 1- 3	    30259.21	Ej Spelad	1.00	 1
 2- 0	 3- 0	 1- 4	   128376.20	Ej Spelad	1.00	 1
 2- 0	 3- 0	 2- 0	    10296.15	Ej Spelad	1.00	 1
 2- 0	 3- 0	 2- 1	    16639.53	Ej Spelad	1.00	 1
 2- 0	 3- 0	 2- 2	    25956.79	Ej Spelad	1.00	 1
 2- 0	 3- 0	 2- 3	    97322.02	Ej Spelad	1.00	 1
 2- 0	 3- 0	 2- 4	   194914.64	Ej Spelad	1.00	 1
 2- 0	 3- 0	 3- 1	    40548.12	Ej Spelad	1.00	 1
 2- 0	 3- 0	 3- 2	    56125.54	Ej Spelad	1.00	 1
 2- 0	 3- 0	 3- 3	   313005.63	Ej Spelad	1.00	 1
 2- 0	 3- 1	 0- 0	     5604.00	Ej Spelad	1.00	 1
 2- 0	 3- 1	 0- 1	     5295.41	Ej Spelad	1.00	 1
 2- 0	 3- 1	 0- 2	    12501.39	Ej Spelad	1.00	 1
 2- 0	 3- 1	 0- 3	    61911.86	Ej Spelad	1.00	 1
 2- 0	 3- 1	 1- 0	     7645.09	Ej Spelad	1.00	 1
 2- 0	 3- 1	 1- 1	     7885.75	Ej Spelad	1.00	 1
 2- 0	 3- 1	 1- 2	    10100.15	Ej Spelad	1.00	 1
 2- 0	 3- 1	 1- 3	    32159.03	Ej Spelad	1.00	 1
 2- 0	 3- 1	 1- 4	   255643.06	Ej Spelad	1.00	 1
 2- 0	 3- 1	 2- 0	    16629.79	Ej Spelad	1.00	 1
 2- 0	 3- 1	 2- 1	    12975.80	Ej Spelad	1.00	 1
 2- 0	 3- 1	 2- 2	    32423.00	Ej Spelad	1.00	 1
 2- 0	 3- 1	 2- 3	    48697.54	Ej Spelad	1.00	 1
 2- 0	 3- 1	 2- 4	   219191.03	Ej Spelad	1.00	 1
 2- 0	 3- 1	 3- 0	    40560.59	Ej Spelad	1.00	 1
 2- 0	 3- 1	 3- 1	    28065.80	Ej Spelad	1.00	 1
 2- 0	 3- 1	 3- 2	   104355.44	Ej Spelad	1.00	 1
 2- 0	 3- 1	 4- 1	   243384.17	Ej Spelad	1.00	 1
 2- 0	 3- 2	 0- 0	    10578.10	Ej Spelad	1.00	 1
 2- 0	 3- 2	 0- 1	    12520.36	Ej Spelad	1.00	 1
 2- 0	 3- 2	 0- 2	    41275.40	Ej Spelad	1.00	 1
 2- 0	 3- 2	 1- 0	    15762.07	Ej Spelad	1.00	 1
 2- 0	 3- 2	 1- 1	    10085.12	Ej Spelad	1.00	 1
 2- 0	 3- 2	 1- 2	    21420.11	Ej Spelad	1.00	 1
 2- 0	 3- 2	 1- 3	   127705.20	Ej Spelad	1.00	 1
 2- 0	 3- 2	 2- 0	    25938.81	Ej Spelad	1.00	 1
 2- 0	 3- 2	 2- 1	    32446.72	Ej Spelad	1.00	 1
 2- 0	 3- 2	 2- 2	    32449.19	Ej Spelad	1.00	 1
 2- 0	 3- 2	 2- 3	   109495.96	Ej Spelad	1.00	 1
 2- 0	 3- 2	 3- 0	    56130.91	Ej Spelad	1.00	 1
 2- 0	 3- 2	 3- 1	   104220.87	Ej Spelad	1.00	 1
 2- 0	 3- 2	 3- 2	   364884.78	Ej Spelad	1.00	 1
 2- 0	 3- 3	 0- 0	    37506.24	Ej Spelad	1.00	 1
 2- 0	 3- 3	 0- 1	    61920.48	Ej Spelad	1.00	 1
 2- 0	 3- 3	 1- 0	    30281.93	Ej Spelad	1.00	 1
 2- 0	 3- 3	 1- 1	    32149.55	Ej Spelad	1.00	 1
 2- 0	 3- 3	 1- 2	   127834.37	Ej Spelad	1.00	 1
 2- 0	 3- 3	 2- 0	    97222.44	Ej Spelad	1.00	 1
 2- 0	 3- 3	 2- 1	    48653.32	Ej Spelad	1.00	 1
 2- 0	 3- 3	 2- 2	   109565.53	Ej Spelad	1.00	 1
 2- 0	 3- 3	 3- 0	   312827.78	Ej Spelad	1.00	 1
 2- 0	 3- 4	 0- 0	   248209.84	Ej Spelad	1.00	 1
 2- 0	 3- 4	 1- 0	   128596.51	Ej Spelad	1.00	 1
 2- 0	 3- 4	 1- 1	   255463.88	Ej Spelad	1.00	 1
 2- 0	 3- 4	 2- 0	   194351.19	Ej Spelad	1.00	 1
 2- 0	 3- 4	 2- 1	   219219.45	Ej Spelad	1.00	 1
 2- 0	 4- 0	 0- 0	    33639.01	Ej Spelad	1.00	 1
 2- 0	 4- 0	 0- 1	    30577.71	Ej Spelad	1.00	 1
 2- 0	 4- 0	 0- 2	    63057.08	Ej Spelad	1.00	 1
 2- 0	 4- 0	 0- 3	   121074.27	Ej Spelad	1.00	 1
 2- 0	 4- 0	 1- 0	    20594.57	Ej Spelad	1.00	 1
 2- 0	 4- 0	 1- 1	    33257.61	Ej Spelad	1.00	 1
 2- 0	 4- 0	 1- 2	    51906.20	Ej Spelad	1.00	 1
 2- 0	 4- 0	 1- 3	   194541.05	Ej Spelad	1.00	 1
 2- 0	 4- 0	 1- 4	   389084.50	Ej Spelad	1.00	 1
 2- 0	 4- 0	 2- 1	    54049.66	Ej Spelad	1.00	 1
 2- 0	 4- 0	 2- 2	    74839.57	Ej Spelad	1.00	 1
 2- 0	 4- 1	 0- 0	    30575.08	Ej Spelad	1.00	 1
 2- 0	 4- 1	 0- 1	    31508.51	Ej Spelad	1.00	 1
 2- 0	 4- 1	 0- 2	    40305.81	Ej Spelad	1.00	 1
 2- 0	 4- 1	 0- 3	   128480.89	Ej Spelad	1.00	 1
 2- 0	 4- 1	 1- 0	    33290.26	Ej Spelad	1.00	 1
 2- 0	 4- 1	 1- 1	    25953.09	Ej Spelad	1.00	 1
 2- 0	 4- 1	 1- 2	    64875.71	Ej Spelad	1.00	 1
 2- 0	 4- 1	 1- 3	    97335.91	Ej Spelad	1.00	 1
 2- 0	 4- 1	 2- 0	    54042.90	Ej Spelad	1.00	 1
 2- 0	 4- 1	 2- 1	    37442.21	Ej Spelad	1.00	 1
 2- 0	 4- 1	 2- 2	   139084.47	Ej Spelad	1.00	 1
 2- 0	 4- 1	 3- 1	   243233.00	Ej Spelad	1.00	 1
 2- 0	 4- 2	 0- 0	    63065.16	Ej Spelad	1.00	 1
 2- 0	 4- 2	 0- 1	    40350.61	Ej Spelad	1.00	 1
 2- 0	 4- 2	 0- 2	    85634.19	Ej Spelad	1.00	 1
 2- 0	 4- 2	 1- 0	    51934.36	Ej Spelad	1.00	 1
 2- 0	 4- 2	 1- 1	    64865.72	Ej Spelad	1.00	 1
 2- 0	 4- 2	 1- 2	    64884.00	Ej Spelad	1.00	 1
 2- 0	 4- 2	 1- 3	   218937.91	Ej Spelad	1.00	 1
 2- 0	 4- 2	 2- 0	    74813.25	Ej Spelad	1.00	 1
 2- 0	 4- 2	 2- 1	   138919.92	Ej Spelad	1.00	 1
 2- 0	 4- 3	 0- 0	   121099.84	Ej Spelad	1.00	 1
 2- 0	 4- 3	 0- 1	   128223.94	Ej Spelad	1.00	 1
 2- 0	 4- 3	 1- 0	   194630.42	Ej Spelad	1.00	 1
 2- 0	 4- 3	 1- 1	    97344.05	Ej Spelad	1.00	 1
 2- 0	 4- 3	 1- 2	   219314.47	Ej Spelad	1.00	 1
 2- 0	 4- 4	 1- 0	   388895.63	Ej Spelad	1.00	 1
 2- 0	 5- 0	 0- 0	   102989.38	Ej Spelad	1.00	 1
 2- 0	 5- 0	 0- 1	   166121.84	Ej Spelad	1.00	 1
 2- 0	 5- 0	 0- 2	   259336.44	Ej Spelad	1.00	 1
 2- 0	 5- 0	 1- 1	   135187.95	Ej Spelad	1.00	 1
 2- 0	 5- 0	 1- 2	   186982.72	Ej Spelad	1.00	 1
 2- 0	 5- 1	 0- 0	   166231.17	Ej Spelad	1.00	 1
 2- 0	 5- 1	 0- 1	   129589.62	Ej Spelad	1.00	 1
 2- 0	 5- 1	 0- 2	   324227.59	Ej Spelad	1.00	 1
 2- 0	 5- 1	 1- 0	   135199.83	Ej Spelad	1.00	 1
 2- 0	 5- 1	 1- 1	    93525.68	Ej Spelad	1.00	 1
 2- 0	 5- 1	 1- 2	   347944.19	Ej Spelad	1.00	 1
 2- 0	 5- 2	 0- 0	   259478.61	Ej Spelad	1.00	 1
 2- 0	 5- 2	 0- 1	   324492.69	Ej Spelad	1.00	 1
 2- 0	 5- 2	 0- 2	   324420.00	Ej Spelad	1.00	 1
 2- 0	 5- 2	 1- 0	   187160.13	Ej Spelad	1.00	 1
 2- 0	 5- 2	 1- 1	   347667.13	Ej Spelad	1.00	 1
 2- 1	 0- 0	 0- 0	      769.14	 8.716	87.37	87
 2- 1	 0- 0	 0- 1	      580.30	 8.472	116.59	117
 2- 1	 0- 0	 0- 2	     2414.74	 2.545	29.06	29
 2- 1	 0- 0	 0- 3	     6514.32	 2.264	10.27	10
 2- 1	 0- 0	 0- 4	    25204.76	 2.926	2.89	 3
 2- 1	 0- 0	 1- 0	      869.25	 7.069	80.98	81
 2- 1	 0- 0	 1- 1	     1057.88	 4.357	70.77	71
 2- 1	 0- 0	 1- 2	      870.92	 7.056	80.86	81
 2- 1	 0- 0	 1- 3	     9350.21	 1.972	6.58	 7
 2- 1	 0- 0	 1- 4	    25398.82	 2.903	2.86	 3
 2- 1	 0- 0	 2- 0	     1387.90	 5.903	52.35	52
 2- 1	 0- 0	 2- 1	     1860.97	 3.602	40.18	40
 2- 1	 0- 0	 2- 3	     5879.10	 4.181	12.75	13
 2- 1	 0- 0	 3- 0	     5603.82	 6.579	12.73	13
 2- 1	 0- 0	 3- 1	     5296.36	 4.641	14.09	14
 2- 1	 0- 0	 3- 2	    12511.43	 2.947	5.83	 6
 2- 1	 0- 0	 4- 0	    30586.57	 2.411	2.25	 2
 2- 1	 0- 0	 4- 1	    31528.78	 2.339	2.15	 2
 2- 1	 0- 0	 4- 2	    40327.18	 1.829	1.43	 1
 2- 1	 0- 1	 0- 0	      580.57	 7.938	118.31	118
 2- 1	 0- 1	 0- 1	     1207.44	 3.054	60.82	61
 2- 1	 0- 1	 0- 2	     2170.21	 1.888	27.38	27
 2- 1	 0- 1	 1- 0	     1057.84	 4.357	70.78	71
 2- 1	 0- 1	 1- 1	      435.39	 7.057	161.74	162
 2- 1	 0- 1	 2- 0	     1860.71	 2.831	38.87	39
 2- 1	 0- 1	 2- 1	     2517.09	 1.628	20.19	20
 2- 1	 0- 1	 2- 2	     1959.99	 2.687	36.41	36
 2- 1	 0- 1	 3- 0	     5292.86	 2.786	13.61	14
 2- 1	 0- 1	 3- 1	     6255.33	 2.947	11.66	12
 2- 1	 0- 1	 4- 0	    31549.86	 2.337	2.15	 2
 2- 1	 0- 1	 4- 1	    20199.49	 3.651	3.70	 4
 2- 1	 0- 1	 4- 2	    42881.89	 1.720	1.27	 1
 2- 1	 0- 2	 0- 0	     2415.04	 2.776	29.81	30
 2- 1	 0- 2	 0- 1	     2170.74	 2.265	30.81	31
 2- 1	 0- 2	 1- 0	      870.71	 7.699	79.42	79
 2- 1	 0- 2	 2- 0	     5035.12	 1.627	10.09	10
 2- 1	 0- 2	 2- 1	     1959.15	 2.688	36.43	36
 2- 1	 0- 2	 3- 0	    12509.01	 5.895	5.81	 6
